dataset_description	dataset_filename	dataset_id	dataset_organisms	dataset_scan	dataset_title	files_count	matchedpeaks	mzerror	score	specs_filename	specs_scan
LC-MS/MS data were collected from chemical standards  including 1-Dehydroandrostenedion (5uM), Chenodeoxyglycocholic acid (5uM), Dehydroisoandrosterone sulfate (100uM), Glycocholic acid (5uM) and Taurocholic acid (5uM). 	continuous/clustered_data/MSV000081583_specs_ms.mgf	MSV000081583	Chemical standards	14885	GNPS - Authentic chemical standards_Steroids and bile acids	2	13	0.0005696612665246903	0.5932692951552997	specs_ms.mgf	1
Gradient benchmarking dataset (q=Orbitrap only) .Description: Generated by the Dorrestein lab, it consists of mixtures of 4 samples prepared at different sample ratios. Method: They were analysed on the Q-Exactive and the Maxis II (qTOF), in three chromatographic conditions (C18, C18RTshift, and C18polar).METHODMaterial and methods. All solvents and reactants used were LC-MS grade.Samples. Four samples were used in the gradient benchmarking dataset: - The NIST 1950 SRM human serum sample. See the following manuscript for more informations (https://pubs.acs.org/doi/suppl/10.1021/ac402503m)- Two human fecal samples collected from a male individual with a 35 days interval (Sample F1= 11-10-2013, and F2= 12-14-2013). Samples are part of the American Gut Project (https://msystems.asm.org/content/3/3/e00031-18) - A tomato seedling sample (Solanum lycopersicum) was prepared using 3 weeks post germination specimens (fresh whole seedling was used).Sample preparation. The NIST SRM 1950 sample (1mL), the two fecal samples (210 mg of fresh material each), and the tomato seedling (800 mg of fresh material) were dissolved in 1 mL of 70/30 MeOH/H2O, and homogenized in a tissue-lyser (QIAGEN) at 25 Hz for 5 min. The tubes were then centrifugated at 15,000 rpm for 15 min, and 600 uL of the supernatants was collected and load on SPE cartdriges (Oasis HLB, Hydrophilic-Lipophilic-Balance, 30 mg with particle sizes of 30 um), that were prealably activated with 100% MeOH, and 100% H2O. After loading the supernatants, 95/5 MeOH/H2O was used as wash solvent (1 mL), then the elution was carried with 70/30 MeOH/H2O (2mL), an 100% methanol (1mL).  Dried extracts were resuspended in 2.5 mL of 70/30 MeOH/H2O containing 0.5 uM of amitriptiline as internal standard. These extracts were used to prepare various combination of sample ratios, such as for NIST 1950 SRM / Tomato: 100/0, 75/25, 50/50, 25/75, 0/100. See the metadata for more informations.LC-MS/MS. Samples were analyzed using ultra high performance liquid chromatography (Vanquish, Thermo Scientific) coupled to a quadrupole-Orbitrap mass spectrometer (Q Exactive, Thermo Scientific). Each sample was analyzed in triplicate, and the injection sequence was randomised. The QC mix sample was used to optimise the LC-MS/MS parameters and was injected periodically throughout the sequence. No carry over was observed. Liquid chromatography. Three different chromatographic conditions were used (named C18, C18RTshift and C18polar). Two chromatographic columns were used: the Phenomenex Kinetex C18 1.7 um (100A) 100 x 2.1 (for C18 and C18RTshift), and the Phenomenex Kinetex C18 polar 1.6 um (100A)  100 x 2.1 mm (for C18polar). Both columns were equipped with a C18 guard cartridge (Phenomenex).. The mobile phases consisted of A (100% H2O + 0.1% formic acid) and B (100% ACN + 0.1% fomic acid), and the flow rate was set to 0.5 uL/min throughout the experiment, and the column maintainted at 40C. The same chromatographic elution method was used for the C18 and C18 polar conditions: 0.00-0.25 min, 20% B; 0.25 - 4.00 min, 50% B; 4.00 - 15.00 min, 100% B; 15.00 -15.90 min, 100% B; 16.00 - 18.00 min, 20% B. Mass Spectrometry. The quadrupole-Orbitrap mass spectrometer (Q Exactive, Thermo Scientific) was fitted with an electrospray source (HESI-II) operating in positive ionisation mode. The source used the following parameters: spray voltage, +3500 V; heater temperature, 437.5°C; capillary temperature, 268.75°C; S-lens RF, 50 (arb. units); sheath gas flow rate, 52.5 (arb. units); and auxiliary gas flow rate, 13.75 (arb. units). The samples were acquired in non-targeted MS2 acquisition mode, with up to four MS2 scans of the most abundant ions per MS1 scan. The spectra were recorded from 0.48 to 17 min. The following parameters were used for full MS scan: resolution (35,000), Automatic Gain Control target (1.0 x 106), maximum injection time (125?ms), scan range (150-1500 m/z). For the data-dependent in MS2, the following parameters were used: resolution (17,500), AGC target (2.5 x 105), maximum injection time (125?ms), loop count (4), isolation window (1.5 m/z) fixed first mass (70 m/z). (70-1500 m/z) and up to four MS/MS scans of the most abundant ions per duty cycle. Higher-energy collision induced dissociation was performed with a normalized collision energy of 30 (20, 35, 50). The data-dependent settings were set as follow: minimum AGC (1.25x 104 [intensity threshold 1.0 x 105]), apex trigger 3 to 15 s, charge exclusion 3-8 and > 8, exclude isotopes (on), dynamic exclusion (14.0 s).	continuous/clustered_data/MSV000083306_specs_ms.mgf	MSV000083306	Homo sapiens (NCBITaxon:9606);Solanum lycopersicum (NCBITaxon:4081)	2628	GNPS - Gradient benchmark dataset for ordination methods (q-Orbitrap data only)	35	13	0.0005696612665246903	0.59154359317264	specs_ms.mgf	1
Natural compounds of plant origin isolated by the Pierre-Fabre company	continuous/clustered_data/MSV000086252_specs_ms.mgf	MSV000086252	Several plant species	152946	GNPS-MSMS-Chooser-[PF077-STDS-01]	1	12	0.0005696612665246903	0.5893636913044089	specs_ms.mgf	1
GNPS - NIST 1950 Serum SRM serial dilution processed with MZmine2 and OpenMS for Feature Based Molecular Networking. Files were obtained from the MSV000081364 (GNPS - NIST Standard Reference Material Human Serum - Column Comparability) https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?task=010ce4f32b1d4c56aff9402d370d0c15 NIST SRM-1950 was processed using an 80% EtOH extraction protocol (found here 10.1021/ac402503m) and subsequently ran on a UHPLC using a Phenomenex Luna 1.6u C18 Polar Data coupled to Q Exactive Orbtirap (Thermo Fisher Scientific). Files were converted from mzXML to mzML with MSConvert.	continuous/clustered_data/MSV000084092_specs_ms.mgf	MSV000084092	Homo sapiens (NCBITaxon:9606)	3017	GNPS - NIST 1950 Serum SRM serial dilution analyzed with Feature Based Molecular Networking	5	11	0.0005696612665246903	0.5886012873023687	specs_ms.mgf	1
GNPS_18 Bacterial Strains_Cliona Patera_03092020. Not applicable.	continuous/clustered_data/MSV000086063_specs_ms.mgf	MSV000086063	community of bacterial strains	1635	GNPS_18 Bacterial Strains_Cliona Patera_03092020	18	13	0.0005696612665246903	0.5881375980505723	specs_ms.mgf	1
Plasma and Cerebrospinal fluid data were acquired on the Q-Exactive with 3 different columns: a C8 column, a C18 column, and a polar C18 Column.	continuous/clustered_data/MSV000084132_specs_ms.mgf	MSV000084132	Homo sapiens (NCBITaxon:9606)	1051	GNPS - HIV-Associated Neurocognitive Disorder Column Test	2	11	0.0005696612665246903	0.5857501617421885	specs_ms.mgf	1
Data was acquired using C18 RP-UHPLC. Positive polarity acquisition of LC-MS/MS.This is an addition to the dataset found at MSV000081492.	continuous/clustered_data/MSV000086483_specs_ms.mgf	MSV000086483	Homo sapiens (NCBITaxon:9606)	1877	GNPS - SEED - Hyperbaric Follow-Up Nov 2020	29	12	0.0005696612665246903	0.5855791208469079	specs_ms.mgf	1
Untargeted metabolomics of mouse intestinal and serum tissuefrom adult mice infected with LCMV. Data was acquired using a Thermo Q-Exactive and C18 RP-UHPLC.	continuous/clustered_data/MSV000081343_specs_ms.mgf	MSV000081343	Mus musculus (NCBITaxon:10090)	83463	GNPS - SEED Grant - Zuniga	366	12	0.0005696612665246903	0.582217141081999	specs_ms.mgf	1
Data was acquired using a Thermo Q-Exactive and C18 RP-UHPLC. 	continuous/clustered_data/MSV000081351_specs_ms.mgf	MSV000081351	Homo sapiens (NCBITaxon:9606)	55369	GNPS - SEED Group - Eating behavior development in infants - Rhee	24	14	0.0005696612665246903	0.5816160137883306	specs_ms.mgf	1
Data was collected on a LC-MS/MS system (c18 column) positive mode 	continuous/clustered_data/MSV000082629_specs_ms.mgf	MSV000082629	Homo sapiens (NCBITaxon:9606)	14672	GNPS - ONR Primary Wright - Human- Stool	18	13	0.000410338733502158	0.5810093127497926	specs_ms.mgf	1
Fecal samples collected from multiple ARDC locations as part of the collective U19 research efforts.	continuous/clustered_data/MSV000088087_specs_ms.mgf	MSV000088087	homo sapiens	24378	GNPS U19_ADRC_Pilot_Study_Stool_Samples	24	14	0.0005696612665246903	0.5805382639574882	specs_ms.mgf	1
Culture of Pseudomonas fragi NCBI:txid296 DSM-3456 on diluted BHI enriched with chemical compounds under aerobic conditions. Data was acquired in positive ion mode.	continuous/clustered_data/MSV000086956_specs_ms.mgf	MSV000086956	296|Pseudomonas fragi	474	GNPS - Pseudomonas fragi LC-MS	21	12	0.0005696612665246903	0.578207918775053	specs_ms.mgf	1
Samples from burger ingredients extracted with MeOH:Water 1:1 and prepared for LC-MS/MS. Data was acquired in positive ion mode.	continuous/clustered_data/MSV000086830_specs_ms.mgf	MSV000086830	Not applicable	15319	GNPS - Burger ingredients common human diet	49	12	0.0005696612665246903	0.5778681409458226	specs_ms.mgf	1
Methanol Extracts of coral, measured by untargeted LC-MS/MS	continuous/clustered_data/MSV000079808_specs_ms.mgf	MSV000079808	Coral	6305	GNPS - Coral Extracts 20160610	53	11	0.0005696612665246903	0.5763841851415203	specs_ms.mgf	1
2017 Mouse intermittent hypoxia (IH) - Blood plasma Contains LC/MS data for 10-week experiments involving mice raised in environments with normal oxygen, intermittent hypoxia (IH).	continuous/clustered_data/MSV000083481_specs_ms.mgf	MSV000083481	Mus musculus (NCBITaxon:10090)	448	GNPS_2017 Mouse intermittent hypoxia (IH) - Blood plasma 	2	13	0.0005696612665246903	0.5745658197367088	specs_ms.mgf	1
GNPS SILAC experiments of fives species with different mixtures of labelled amino acids. Data acquired on Q-Exactive with lockmass mz 622 / 922. In positive ion mode.	continuous/clustered_data/MSV000081116_specs_ms.mgf	MSV000081116	Pseudomonas fluorescens BW11P2;Streptomyces roseosporus NRRL 15998 (NCBITaxon:457431);Streptomyces albus J1074 (NCBITaxon:457425);Pseudomonas sp. WCS312;Pseudomonas synxantha 32	5253	GNPS - SILAC experiments with Streptomyces and Pseudomonas species 	9	13	0.0005696612665246903	0.5742188424308906	specs_ms.mgf	1
Bioactivity guided fractionation of crude extracts from Pseudomonas	continuous/clustered_data/MSV000082377_specs_ms.mgf	MSV000082377	Pseudomonas (NCBITaxon:286)	1492	GNPS_Fractions_Pseudomonas	2	10	0.0005696612665246903	0.5738042275696911	specs_ms.mgf	1
Data was acquired using Q Exactive and C18 RP-UHPLC in positive mode. mzXML files only.Data used a test set for Ion Identity Molecular Networking.	continuous/clustered_data/MSV000084112_specs_ms.mgf	MSV000084112	Homo sapiens (NCBITaxon:9606)	12876	GNPS - IIN - Seed Sejal Urine Data	79	12	0.0035896612665169414	0.5734182915162853	specs_ms.mgf	1
ddMS2 in positive polarity for Baboon Blood using Q Exactive Plus and Polar C-18 column	continuous/clustered_data/MSV000083110_specs_ms.mgf	MSV000083110	Baboon	933	GNPS_UTEP_Baboon_Blood_Polar-C18_Positive-Polarity_QExactivePlus_ddMS2	9	12	0.0005696612665246903	0.5723434346701985	specs_ms.mgf	1
Samples were collected using cotton swabs from surfaces in office, research and teaching buildings.  Metabolites were extracted with 50% ethanol, separated by C18 chromatography, and analyzed in positive mode.	continuous/clustered_data/MSV000082953_specs_ms.mgf	MSV000082953	built environment	12826	GNPS - Environmental metabolome of science and office buildings	3	11	0.0005696612665246903	0.571825706817113	specs_ms.mgf	1
These are raw and mzXML files from the PD17-PD36 mice obtained from Raffatellu lab. Mice were given antibiotics and gavaged with glycocholic acid, taurocholic acid, phenylalanacholic acid, leucocholic acid and tyrosocholic acid.	continuous/clustered_data/MSV000083436_specs_ms.mgf	MSV000083436	animalia	3089	GNPS - Antibiotic Mice Liver data	19	13	0.000410338733502158	0.570464149448284	specs_ms.mgf	1
blood plasma from children with kawasaki disease during illness and then ~1 year later (convalescent). blood plasma processed using Phree Kit (Phenomenox) and analyzed on a Vanquish-QExactive LC-MS system with HESI operated in positive and negative mode. Reverse phase LC was performed on a C18 column using a water - ACN gradient with 0.1% formic acid.	continuous/clustered_data/MSV000083388_specs_ms.mgf	MSV000083388	Homo sapiens (NCBITaxon:9606)	37970	GNPS - Kawasaki Disease - Blood Plasma - Untargeted LC-MS	8	11	0.0005696612665246903	0.5703156902474288	specs_ms.mgf	1
untargeted metabolomics. analysis of skin, feces, saliva, and nasal samples collected using swabs from a subject, subject 1, with bacterial infection treated using bacteriophage.	continuous/clustered_data/MSV000083300_specs_ms.mgf	MSV000083300	Homo sapiens (NCBITaxon:9606)	103756	GNPS - Bacteriophage Subject 1	35	13	0.0005696612665246903	0.569327495256276	specs_ms.mgf	1
Untargeted LC/MS metabolomics of serum samples collected as part of the U19.	continuous/clustered_data/MSV000088546_specs_ms.mgf	MSV000088546	Homo sapiens (NCBITaxon:9606)	85959	GNPS U19_Wisconsin_Serum_Samples	2	11	0.0005696612665246903	0.5685613431993134	specs_ms.mgf	1
Five marine bacteria were cultured in marine broth and extracted with SPE columns using 20, 50, and 100% MeOH.	continuous/clustered_data/MSV000084884_specs_ms.mgf	MSV000084884	Maribacter ulvicola strain DSM 15366;Algoriphagus machipongonensis (NCBITaxon:388413);Zobellia uliginosa (NCBITaxon:143224);Labrenzia sp. 011;Marine broth;Saccharomonospora viridis (NCBITaxon:1852)	2733	GNPS - SPE extracts of four marine bacteria cultured in marine broth	1	11	0.0005696612665246903	0.5676549282360139	specs_ms.mgf	1
This desposit contains the MZmine project and files for Feature-Based Molecular Networking analysis after MZmine processing. The data are for plant eaters who consume more than 30 types of plants vs. those who do not. See the MSV000080186 at https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?task=6ab8eb3e05fb47dcac3b3bab03f00e67 [doi:10.25345/C5W946] 	continuous/clustered_data/MSV000084095_specs_ms.mgf	MSV000084095	Homo sapiens (NCBITaxon:9606)	85246	GNPS - American Gut Project - Subset of High vs Low Plant Eaters - MZmine Processing for FBMN	113	11	0.00459966126652489	0.5672879389792067	specs_ms.mgf	1
Data was collecte on a LC-MS/MS system (c18 column) positive mode	continuous/clustered_data/MSV000081492_specs_ms.mgf	MSV000081492	Homo sapiens (NCBITaxon:9606)	5209	GNPS - SEED - Hyperbaric	28	14	0.0015696612665010434	0.5662430420094973	specs_ms.mgf	1
Blood plasma samples were extracted from mice and examined in positive mode on Polar C-18 Column using Q Exactive LCMS untargeted run. 	continuous/clustered_data/MSV000084016_specs_ms.mgf	MSV000084016	Mus musculus (NCBITaxon:10090);Trypanosoma cruzi (NCBITaxon:5693)	998	GNPS-Carnitine Blood Plasma Samples- Acute and Chronic Stage - Positive Mode	4	13	0.0005696612665246903	0.5640012339028816	specs_ms.mgf	1
Small molecule analysis of cheese culture extracts, standard methanol extraction; iron limitation and additions. Data were acquired using a Thermo Q Exactive and C18 RP-UHPLC. Positive polarity acquisition of LC-MS/MS.	continuous/clustered_data/MSV000083791_specs_ms.mgf	MSV000083791	Bacteria (NCBITaxon:2)	4877	GNPS - Cheese culture extracts 20190516	5	12	0.0005696612665246903	0.5626882722420201	specs_ms.mgf	1
Metabolic analysis on the EMP500 sample set. Data was generated on a Thermo Q Exactive and C18 RP UHPLC. Positive acquisition of LC-MS/MS	continuous/clustered_data/MSV000080905_specs_ms.mgf	MSV000080905	environmental samples <Bacillariophyta> (NCBITaxon:33858)	161246	GNPS - EMP_500_Metabolomics 	33	12	0.000410338733502158	0.5621482491411605	specs_ms.mgf	1
2017 Mouse intermittent hypoxia (IH) - Aorta & pulmonary arteryContains LC/MS data for 10-week experiments involving mice raised in environments with normal oxygen, intermittent hypoxia (IH).	continuous/clustered_data/MSV000083483_specs_ms.mgf	MSV000083483	Mus musculus (NCBITaxon:10090)	402	GNPS_2017 Mouse intermittent hypoxia (IH) - Aorta & pulmonary artery	2	10	0.001420338733510107	0.56138481824037	specs_ms.mgf	1
Data set used in the evaluation of the Kendrick Mass Filter -  a computational method of removing oligomer ions in mass spectral data.	continuous/clustered_data/MSV000081544_specs_ms.mgf	MSV000081544	Homo sapiens (NCBITaxon:9606)	868	GNPS - KendrickMassFilter_EvaluationDataset_PUBLIC	3	10	0.0005696612665246903	0.5588539413765949	specs_ms.mgf	1
Metabolic analysis of human saliva samples, standard methanol extraction. Data was acquired using a Bruker Daltonics maXis Impact and C18 RP-UHPLC. Positive polarity acquisition of LC-MS/MS.	continuous/clustered_data/MSV000083049_specs_ms.mgf	MSV000083049	Homo sapiens (NCBITaxon:9606)	1786	GNPS - SEED - Marotz Saliva Metabolomics	2	10	0.0005696612665246903	0.558808738512634	specs_ms.mgf	1
Project represents an effort to modify chromatographic conditions for improved compound identification in untargeted metabolomics. Two different modes of chromatograph (HILIC and RPLC) and multiple run conditions (sample loading, gradient duration, iterative acquisition) were evaluated. All relevant data from different conditions are contained within the raw data archive file attached to this submission. Metadata associated with this Metabolomics Workbench submission reflects only the manually reviewed identifications obtained using modified HILIC conditions. See protocol file "Mod_vs_Con_Chrom_IDs_Protocol.pdf" for details.	continuous/clustered_data/MSV000088420_specs_ms.mgf	MSV000088420	Homo sapiens (NCBITaxon:9606)	134618	GNPS Metabolomics Workbench ST001753 - GNPS Modifying Chromatography Conditions for Improved Unknown Feature Identification in Untargeted Metabolomics	43	12	0.00941033873351671	0.55855180443505	specs_ms.mgf	1
Non-targeted metabolomics of culture extracts of altermonas. Samples were extracted with PPL SPE and measured by DDA-MS/MS including native ESI experiments with post-column iron addition.	continuous/clustered_data/MSV000084873_specs_ms.mgf	MSV000084873	Alteromonas (NCBITaxon:226)	1839	GNPS - Altermonas Iron Limiting Media Metabolomic Profling 	27	11	0.0005696612665246903	0.558418684453791	specs_ms.mgf	1
Non-targeted Metabolomics from PPL extracts from Seaspray Aerosol, River and Ocean DOM from the Tijuna Esturay, Imperial Beach and Scripps Pier. Collected Jan-Feb-March-May 2019.	continuous/clustered_data/MSV000083889_specs_ms.mgf	MSV000083889	environmental samples <Bacillariophyta> (NCBITaxon:33858)	29114	GNPS - IB Spray-Bio-DOM 2019 - Non-targted Metabolomics from Seaspray-Aerosol and River and Ocean DOM	37	11	0.001420338733510107	0.5572852625559992	specs_ms.mgf	1
Baboons were immunized with L-MPLA adjuvant only, or adjuvant+KM24h, +MASPpep, or +KM24h&MASPpep combination.  Animals were challenged twice with Trypanosoma cruzi.  Hearts were collected 168 days post-infection.  Ventricles were divided and sectioned.  Metabolites were extracted by a two-step protocol, first with 50% methanol (aqueous extract) then with 3:1 dichloromethane:methanol (organic extract). Liquid chromatography separation was performed on a Kinetex C8 LC Column 50 x 2.1 mm, with water+0.1% formic acid and acetonitrile+0.1% formic acid as mobile phases. 	continuous/clustered_data/MSV000081160_specs_ms.mgf	MSV000081160	Papio hamadryas (NCBITaxon:9557);Trypanosoma cruzi (NCBITaxon:5693)	5913	GNPS-UTEP_Chagas disease vaccine_Baboon heart metabolomics_June 2017	25	10	0.000410338733502158	0.5545863319474387	specs_ms.mgf	1
Metabolomic study on the effect of sleep disruption on mice. Data was generated on a Thermo Q Exactive and a C18 RP UHPLC. Positive polarity acquisition of LC-MS/MS 	continuous/clustered_data/MSV000080630_specs_ms.mgf	MSV000080630	C57\/BL6N (blank 6 mice)	6970	GNPS - ONR_Turek_MouseStudy	94	13	0.006579661266471248	0.5539393403094633	specs_ms.mgf	1
data dependent MS2 acquisition of Large Intestine of mice tissue extract for Chagas Diseases. Two categories of condition: Infected vs Uninfected. Both has 12 days and 89 days sample collection point. 	continuous/clustered_data/MSV000082616_specs_ms.mgf	MSV000082616	Mice	5264	GNPS_Mice_GIMap_Large-Intestine_Positive	88	14	0.001420338733510107	0.5522551638396954	specs_ms.mgf	1
Data was acquired using a Thermo Q-Exactive and C18 RP-UHPLC. 	continuous/clustered_data/MSV000081354_specs_ms.mgf	MSV000081354	Homo sapiens (NCBITaxon:9606)	5648	GNPS - Neurogerm Core buffer-stored samples.	20	13	0.005569661266520143	0.5517087803618005	specs_ms.mgf	1
EMP500 - http://www.earthmicrobiome.org/emp500/ The Earth Microbiome Project is a systematic attempt to characterize global microbial taxonomic and functional diversity for the benefit of the planet and humankind. The Earth Microbiome Project (EMP) is a massively collaborative effort to characterize microbial life on this planet. We use DNA sequencing and mass spectrometry of crowd-sourced samples to understand patterns in microbial ecology across the biomes and habitats of our planet. The EMP is a comprehensive example of open science, leveraging a collaborative network of 500+ investigators, supporting pre-publication data sharing, and crowdsourcing data analysis to enable universal principles to be explored. The standardized collection, curation, and analysis are enabling a robust interpretation of ecological trends.ls for metagenomic sequencing and assembly, with the goal of applying this workflow to a range of environmental samples, combined with metabolomic profiling. Our goal was to assemble a set of ~500 fresh environmental samples across a range of habitats, with the help of the EMP network of collaborators. We are doing traditional EMP amplicon sequencing, metagenomic sequencing (with assembly-free and assembly-based analysis), and metabolomics on these 500 samples. A biobank of frozen aliquots of samples is being maintained at UCSD (soil samples at PNNL) for future methods testing and analysis.	continuous/clustered_data/MSV000083475_specs_ms.mgf	MSV000083475	environmental samples <Bacillariophyta> (NCBITaxon:33858)	178216	GNPS - Earth Microbiome Project - EMP500 - Metabolomics v2 - Q-Exactive	155	13	0.01643033873352806	0.5508066344095318	specs_ms.mgf	1
NIST SRM-1950 was processed using an 80% EtOH extraction protocol (found here 10.1021/ac402503m) and subsequently ran on a UHPLC using 5 different Phenomenex columns: Kinetex 1.3u C18; Knietex 1.7u C18, Kinetex 2.6u C18; Luna 1.6u C18 Polar; Luna 1.6u C18 PS. Data was acquired using a Thermo Q-Exactive.	continuous/clustered_data/MSV000081364_specs_ms.mgf	MSV000081364	Homo sapiens (NCBITaxon:9606)	20280	GNPS - NIST Standard Reference Material Human Serum - Column Comparability 	17	10	0.0005696612665246903	0.5495407786667386	specs_ms.mgf	1
LC-MS/MS data were collected from skin samples collected across four seasons during decomposition of a total of 36 donor bodies, to generate per sample untargeted metabolomics profiles.	continuous/clustered_data/MSV000084322_specs_ms.mgf	MSV000084322	Homo sapiens (NCBITaxon:9606)	924044	GNPS - Postmortem interval prediction using metabolomics - Skin samples during decomposition 	14	10	0.000410338733502158	0.5468558874225354	specs_ms.mgf	1
This is a pilot project that evaluated the effect of an anti-inflammatory diet in rheumatoid patients with active disease	continuous/clustered_data/MSV000084556_specs_ms.mgf	MSV000084556	Homo sapiens (NCBITaxon:9606)	13231	GNPS - Pilot_Anti-inflammatory_Diet_in_Rheumatoid_Arthritis_Patients_with_Active_Disease	56	12	0.001420338733510107	0.5461094826442442	specs_ms.mgf	1
Small molecule extraction from mouse lung tissue analyzed by positive mode LC-MS/MS.	continuous/clustered_data/MSV000080182_specs_ms.mgf	MSV000080182	Mus musculus (NCBITaxon:10090)	2118	GNPS - Mouse Lung Tissue Extract	18	11	0.0005696612665246903	0.5451124777781302	specs_ms.mgf	1
Generated by the Dorrestein lab, it consists of  4 samples extracted with different solvent or ratios of solvent.	continuous/clustered_data/MSV000083756_specs_ms.mgf	MSV000083756	Homo sapiens (NCBITaxon:9606);Solanum lycopersicum (NCBITaxon:4081)	23342	GNPS Extraction conditions benchmarking dataset	98	12	0.0005696612665246903	0.5439748298607032	specs_ms.mgf	1
Data set contains LC-MS/MS files of pure commercial standard compounds of bile acids, phytoestrogens and some fatty acids	continuous/clustered_data/MSV000081853_specs_ms.mgf	MSV000081853	Standards	4760	GNPS_OSA_mice_standard_compounds	9	13	0.0005696612665246903	0.5397772503225579	specs_ms.mgf	1
Non-targeted LC-MS/MS analysis of PPL extracts from marine community metabolomes from the California Current Ecosystem, collected in June 2017.	continuous/clustered_data/MSV000082082_specs_ms.mgf	MSV000082082	environmental samples <Bacillariophyta> (NCBITaxon:33858)	83931	GNPS - Marine Environmental Metabolomics CCE 2017	2	10	0.0005696612665246903	0.5385855050652539	specs_ms.mgf	1
We chronically treated DBA/2J mice for two weeks with Paroxetine, a Selective Serotonin Reuptake Inhibitor, and collected fecal pellets after 7 and 14 days for metabolomics analysis.	continuous/clustered_data/MSV000085446_specs_ms.mgf	MSV000085446	Mus muculus	1409	GNPS - Mouse Paroxetine administration	68	12	0.009569661266482399	0.5360801036759446	specs_ms.mgf	1
Data was acquired using Q Exactive and C18 RP-UHPLC in positive mode	continuous/clustered_data/MSV000082261_specs_ms.mgf	MSV000082261	Homo sapiens (NCBITaxon:9606)	12995	GNPS - SEED Grants - Sejal - Urine	68	12	0.00459966126652489	0.535946249280417	specs_ms.mgf	1
This is the second dataset for the new Chemical Standard to GNPS Library SOP workflow MSMS-Chooser Uploaded and run by the Dorrestein Lab.These are the re-run samples from plate 2, after the instrument was fixed.	continuous/clustered_data/MSV000084494_specs_ms.mgf	MSV000084494	not applicable	910	GNPS - MSMS-Chooser - GNPS00002 CORRECT	16	12	0.000410338733502158	0.5326413656306651	specs_ms.mgf	1
A set of LC-MS/MS dats from multiple sample types collected prior to the San Diego Fermentation Festival. This data was generated and analyzed in less than 48 hours.	continuous/clustered_data/MSV000079485_specs_ms.mgf	MSV000079485	Homo sapiens (NCBITaxon:9606);Felis catus (NCBITaxon:9685)	5165	Fermentation Festival Samples GNPS	6	9	0.000410338733502158	0.5305374430847689	specs_ms.mgf	1
Untargeted LC-MS/MS analysis of human fecal samples and blanks, swab extraction and wash extraction; 90% ethanol extract; resuspended in 50% Methanol. Data was acquired using a Bruker Daltonics maXis Impact and C18 RP-UHPLC, with positive polarity.	continuous/clustered_data/MSV000084610_specs_ms.mgf	MSV000084610	Homo sapiens (NCBITaxon:9606)	32457	GNPS - Rhee - Rady - feeding study	58	11	0.0054103387334976105	0.525496081999713	specs_ms.mgf	1
Non-trageted LC-MS/MS analysis of methanol extracts of 2 Rothia isolates. 	continuous/clustered_data/MSV000079820_specs_ms.mgf	MSV000079820	Rothia <bacteria> (NCBITaxon:32207)	328	GNPS - Rothia Isolates	3	13	0.0005696612665246903	0.521573428710143	specs_ms.mgf	1
Metabolic analysis on the effect of sleep and circadian disruption - Data was acquired using a Thermo Q Exactive and C18 RP-UHPLC. Positive polarity acquisition of LC-MS/MS.	continuous/clustered_data/MSV000080627_specs_ms.mgf	MSV000080627	Homo sapiens (NCBITaxon:9606)	24011	GNPS - ONR_Wright_HumanStudy	116	10	0.000410338733502158	0.5213928059268974	specs_ms.mgf	1
Plasma of metabolic syndrome patients will be checked for lipidomic profiles	continuous/clustered_data/MSV000082716_specs_ms.mgf	MSV000082716	Homo sapiens	2252	Metabolomics Workbench ST000663 - GNPS - Metabolic Syndrome Plasma Lipidomics	2	10	0.000410338733502158	0.52026670612925	specs_ms.mgf	1
Subset of AGP fecal samples. Samples were extracted with ethanol and processed on a Bruker Daltonics maXis Impact and C18 RP-UPLC for untargeted metabolomic analysis. Positive polarity acquisition of LC-MS/MS.	continuous/clustered_data/MSV000083757_specs_ms.mgf	MSV000083757	Homo sapiens (NCBITaxon:9606)	34628	GNPS - AGP high/low plant consumption subset	62	12	0.0005696612665246903	0.5199985613875239	specs_ms.mgf	1
MJ2.1 Metabolomics analysis of P70 and P91 stool samples -  Data was acquired using a Bruker Daltonics maXis Impact and C18 RP-UHPLC. Positive polarity acquisition of LC-MS/MS.	continuous/clustered_data/MSV000079329_specs_ms.mgf	MSV000079329	Rattus norvegicus (NCBITaxon:10116)	72860	GNPS - MJ2.1 Metaboloties - C18-LC-MS/MS - Positive polarity	55	11	0.0005696612665246903	0.519401151262221	specs_ms.mgf	1
GNPS - ApoE KO Additional Experiments with Novel Bile Acids analyzed on Q Exactive.Standards, samples, and samples + spike-in BA.	continuous/clustered_data/MSV000084630_specs_ms.mgf	MSV000084630	Mus musculus (NCBITaxon:10090)	699	GNPS - ApoE KO additional experiments with bile acids	13	13	0.0005696612665246903	0.5181631146304213	specs_ms.mgf	1
Co culture experiment with F. fujikuroi and R. s. media	continuous/clustered_data/MSV000080540_specs_ms.mgf	MSV000080540	Fusarium fujikuroi (NCBITaxon:5127);Ralstonia solanacearum (NCBITaxon:305)	3943	GNPS Fusarium	12	11	0.004410338733521257	0.5154764183308428	specs_ms.mgf	1
