Filepath,Filename,MassIVE,Taxaname_file,Taxa_NCBI,ReDU_Availability,Blank,QC,file_usi
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-16_03_neg.mzML,MSV000087970/LQ-01-61-16_03_neg.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-16_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-16_03_pos.mzML,MSV000087970/LQ-01-61-16_03_pos.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-16_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-17_01_neg.mzML,MSV000087970/LQ-01-61-17_01_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-17_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-17_01_pos.mzML,MSV000087970/LQ-01-61-17_01_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-17_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-17_02_neg.mzML,MSV000087970/LQ-01-61-17_02_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-17_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-17_02_pos.mzML,MSV000087970/LQ-01-61-17_02_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-17_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-17_03_neg.mzML,MSV000087970/LQ-01-61-17_03_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-17_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-17_03_pos.mzML,MSV000087970/LQ-01-61-17_03_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-17_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-18_01_neg.mzML,MSV000087970/LQ-01-61-18_01_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-18_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-18_01_pos.mzML,MSV000087970/LQ-01-61-18_01_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-18_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-18_02_neg.mzML,MSV000087970/LQ-01-61-18_02_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-18_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-18_02_pos.mzML,MSV000087970/LQ-01-61-18_02_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-18_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-18_03_neg.mzML,MSV000087970/LQ-01-61-18_03_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-18_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-18_03_pos.mzML,MSV000087970/LQ-01-61-18_03_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-18_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-19_01_neg.mzML,MSV000087970/LQ-01-61-19_01_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-19_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-19_01_pos.mzML,MSV000087970/LQ-01-61-19_01_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-19_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-19_02_neg.mzML,MSV000087970/LQ-01-61-19_02_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-19_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-19_02_pos.mzML,MSV000087970/LQ-01-61-19_02_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-19_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-19_03_neg.mzML,MSV000087970/LQ-01-61-19_03_neg.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-19_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-19_03_pos.mzML,MSV000087970/LQ-01-61-19_03_pos.mzML,MSV000087970,Euonymus bockii,1442714,No,No,No,mzspec:MSV000087970:LQ-01-61-19_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-20_01_neg.mzML,MSV000087970/LQ-01-61-20_01_neg.mzML,MSV000087970,Euonymus maackii,4309,No,No,No,mzspec:MSV000087970:LQ-01-61-20_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-20_01_pos.mzML,MSV000087970/LQ-01-61-20_01_pos.mzML,MSV000087970,Euonymus maackii,4309,No,No,No,mzspec:MSV000087970:LQ-01-61-20_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-20_02_neg.mzML,MSV000087970/LQ-01-61-20_02_neg.mzML,MSV000087970,Euonymus maackii,4309,No,No,No,mzspec:MSV000087970:LQ-01-61-20_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-20_02_pos.mzML,MSV000087970/LQ-01-61-20_02_pos.mzML,MSV000087970,Euonymus maackii,4309,No,No,No,mzspec:MSV000087970:LQ-01-61-20_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-20_03_neg.mzML,MSV000087970/LQ-01-61-20_03_neg.mzML,MSV000087970,Euonymus maackii,4309,No,No,No,mzspec:MSV000087970:LQ-01-61-20_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-20_03_pos.mzML,MSV000087970/LQ-01-61-20_03_pos.mzML,MSV000087970,Euonymus maackii,4309,No,No,No,mzspec:MSV000087970:LQ-01-61-20_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-21_01_neg.mzML,MSV000087970/LQ-01-61-21_01_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-21_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-21_01_pos.mzML,MSV000087970/LQ-01-61-21_01_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-21_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-21_02_neg.mzML,MSV000087970/LQ-01-61-21_02_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-21_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-21_02_pos.mzML,MSV000087970/LQ-01-61-21_02_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-21_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-21_03_neg.mzML,MSV000087970/LQ-01-61-21_03_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-21_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-21_03_pos.mzML,MSV000087970/LQ-01-61-21_03_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-21_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-22_01_neg.mzML,MSV000087970/LQ-01-61-22_01_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-22_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-22_01_pos.mzML,MSV000087970/LQ-01-61-22_01_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-22_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-22_02_neg.mzML,MSV000087970/LQ-01-61-22_02_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-22_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-22_02_pos.mzML,MSV000087970/LQ-01-61-22_02_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-22_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-22_03_neg.mzML,MSV000087970/LQ-01-61-22_03_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-22_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-22_03_pos.mzML,MSV000087970/LQ-01-61-22_03_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-22_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-23_01_neg.mzML,MSV000087970/LQ-01-61-23_01_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-23_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-23_01_pos.mzML,MSV000087970/LQ-01-61-23_01_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-23_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-23_02_neg.mzML,MSV000087970/LQ-01-61-23_02_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-23_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-23_02_pos.mzML,MSV000087970/LQ-01-61-23_02_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-23_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-23_03_neg.mzML,MSV000087970/LQ-01-61-23_03_neg.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-23_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-23_03_pos.mzML,MSV000087970/LQ-01-61-23_03_pos.mzML,MSV000087970,Euonymus cochinchinensis,1489648,No,No,No,mzspec:MSV000087970:LQ-01-61-23_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-24_01_neg.mzML,MSV000087970/LQ-01-61-24_01_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-24_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-24_01_pos.mzML,MSV000087970/LQ-01-61-24_01_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-24_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-24_02_neg.mzML,MSV000087970/LQ-01-61-24_02_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-24_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-24_02_pos.mzML,MSV000087970/LQ-01-61-24_02_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-24_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-24_03_neg.mzML,MSV000087970/LQ-01-61-24_03_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-24_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-24_03_pos.mzML,MSV000087970/LQ-01-61-24_03_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-24_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-25_01_neg.mzML,MSV000087970/LQ-01-61-25_01_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-25_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-25_01_pos.mzML,MSV000087970/LQ-01-61-25_01_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-25_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-25_02_neg.mzML,MSV000087970/LQ-01-61-25_02_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-25_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-25_02_pos.mzML,MSV000087970/LQ-01-61-25_02_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-25_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-25_03_neg.mzML,MSV000087970/LQ-01-61-25_03_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-25_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-25_03_pos.mzML,MSV000087970/LQ-01-61-25_03_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-25_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-26_01_neg.mzML,MSV000087970/LQ-01-61-26_01_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-26_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-26_01_pos.mzML,MSV000087970/LQ-01-61-26_01_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-26_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-26_02_neg.mzML,MSV000087970/LQ-01-61-26_02_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-26_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-26_02_pos.mzML,MSV000087970/LQ-01-61-26_02_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-26_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-26_03_neg.mzML,MSV000087970/LQ-01-61-26_03_neg.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-26_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-26_03_pos.mzML,MSV000087970/LQ-01-61-26_03_pos.mzML,MSV000087970,Euonymus dielsianus,1442717,No,No,No,mzspec:MSV000087970:LQ-01-61-26_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-27_01_neg.mzML,MSV000087970/LQ-01-61-27_01_neg.mzML,MSV000087970,Euonymus fortunei,255352,No,No,No,mzspec:MSV000087970:LQ-01-61-27_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-27_01_pos.mzML,MSV000087970/LQ-01-61-27_01_pos.mzML,MSV000087970,Euonymus fortunei,255352,No,No,No,mzspec:MSV000087970:LQ-01-61-27_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-27_02_neg.mzML,MSV000087970/LQ-01-61-27_02_neg.mzML,MSV000087970,Euonymus fortunei,255352,No,No,No,mzspec:MSV000087970:LQ-01-61-27_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-27_02_pos.mzML,MSV000087970/LQ-01-61-27_02_pos.mzML,MSV000087970,Euonymus fortunei,255352,No,No,No,mzspec:MSV000087970:LQ-01-61-27_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-27_03_neg.mzML,MSV000087970/LQ-01-61-27_03_neg.mzML,MSV000087970,Euonymus fortunei,255352,No,No,No,mzspec:MSV000087970:LQ-01-61-27_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-27_03_pos.mzML,MSV000087970/LQ-01-61-27_03_pos.mzML,MSV000087970,Euonymus fortunei,255352,No,No,No,mzspec:MSV000087970:LQ-01-61-27_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-28_01_neg.mzML,MSV000087970/LQ-01-61-28_01_neg.mzML,MSV000087970,Doerpfeldia,106672,No,No,No,mzspec:MSV000087970:LQ-01-61-28_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-28_01_pos.mzML,MSV000087970/LQ-01-61-28_01_pos.mzML,MSV000087970,Doerpfeldia,106672,No,No,No,mzspec:MSV000087970:LQ-01-61-28_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-28_02_neg.mzML,MSV000087970/LQ-01-61-28_02_neg.mzML,MSV000087970,Doerpfeldia,106672,No,No,No,mzspec:MSV000087970:LQ-01-61-28_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-28_02_pos.mzML,MSV000087970/LQ-01-61-28_02_pos.mzML,MSV000087970,Doerpfeldia,106672,No,No,No,mzspec:MSV000087970:LQ-01-61-28_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-28_03_neg.mzML,MSV000087970/LQ-01-61-28_03_neg.mzML,MSV000087970,Doerpfeldia,106672,No,No,No,mzspec:MSV000087970:LQ-01-61-28_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-28_03_pos.mzML,MSV000087970/LQ-01-61-28_03_pos.mzML,MSV000087970,Doerpfeldia,106672,No,No,No,mzspec:MSV000087970:LQ-01-61-28_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-29_01_neg.mzML,MSV000087970/LQ-01-61-29_01_neg.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-29_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-29_01_pos.mzML,MSV000087970/LQ-01-61-29_01_pos.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-29_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-29_02_neg.mzML,MSV000087970/LQ-01-61-29_02_neg.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-29_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-29_02_pos.mzML,MSV000087970/LQ-01-61-29_02_pos.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-29_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-29_03_neg.mzML,MSV000087970/LQ-01-61-29_03_neg.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-29_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-29_03_pos.mzML,MSV000087970/LQ-01-61-29_03_pos.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-29_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-30_01_neg.mzML,MSV000087970/LQ-01-61-30_01_neg.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-30_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-30_01_pos.mzML,MSV000087970/LQ-01-61-30_01_pos.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-30_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-30_02_neg.mzML,MSV000087970/LQ-01-61-30_02_neg.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-30_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-30_02_pos.mzML,MSV000087970/LQ-01-61-30_02_pos.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-30_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-30_03_neg.mzML,MSV000087970/LQ-01-61-30_03_neg.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-30_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-30_03_pos.mzML,MSV000087970/LQ-01-61-30_03_pos.mzML,MSV000087970,Euonymus alatus,4307,No,No,No,mzspec:MSV000087970:LQ-01-61-30_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-31_01_neg.mzML,MSV000087970/LQ-01-61-31_01_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-31_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-31_01_pos.mzML,MSV000087970/LQ-01-61-31_01_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-31_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-31_02_neg.mzML,MSV000087970/LQ-01-61-31_02_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-31_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-31_02_pos.mzML,MSV000087970/LQ-01-61-31_02_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-31_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-31_03_neg.mzML,MSV000087970/LQ-01-61-31_03_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-31_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-31_03_pos.mzML,MSV000087970/LQ-01-61-31_03_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-31_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-32_01_neg.mzML,MSV000087970/LQ-01-61-32_01_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-32_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-32_01_pos.mzML,MSV000087970/LQ-01-61-32_01_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-32_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-32_02_neg.mzML,MSV000087970/LQ-01-61-32_02_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-32_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-32_02_pos.mzML,MSV000087970/LQ-01-61-32_02_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-32_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-32_03_neg.mzML,MSV000087970/LQ-01-61-32_03_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-32_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-32_03_pos.mzML,MSV000087970/LQ-01-61-32_03_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-32_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-33_01_neg.mzML,MSV000087970/LQ-01-61-33_01_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-33_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-33_01_pos.mzML,MSV000087970/LQ-01-61-33_01_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-33_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-33_02_neg.mzML,MSV000087970/LQ-01-61-33_02_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-33_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-33_02_pos.mzML,MSV000087970/LQ-01-61-33_02_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-33_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-33_03_neg.mzML,MSV000087970/LQ-01-61-33_03_neg.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-33_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-33_03_pos.mzML,MSV000087970/LQ-01-61-33_03_pos.mzML,MSV000087970,Euonymus frigidus,1442720,No,No,No,mzspec:MSV000087970:LQ-01-61-33_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-34_01_neg.mzML,MSV000087970/LQ-01-61-34_01_neg.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-34_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-34_01_pos.mzML,MSV000087970/LQ-01-61-34_01_pos.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-34_01_pos
MSV000087970/peak/CONVERTED/02/02_NEG/LQ-01-61-34_02_neg.mzML,MSV000087970/LQ-01-61-34_02_neg.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-34_02_neg
MSV000087970/peak/CONVERTED/02/02_POS/LQ-01-61-34_02_pos.mzML,MSV000087970/LQ-01-61-34_02_pos.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-34_02_pos
MSV000087970/peak/CONVERTED/03/03_NEG/LQ-01-61-34_03_neg.mzML,MSV000087970/LQ-01-61-34_03_neg.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-34_03_neg
MSV000087970/peak/CONVERTED/03/03_POS/LQ-01-61-34_03_pos.mzML,MSV000087970/LQ-01-61-34_03_pos.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-34_03_pos
MSV000087970/peak/CONVERTED/01/01_NEG/LQ-01-61-35_01_neg.mzML,MSV000087970/LQ-01-61-35_01_neg.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-35_01_neg
MSV000087970/peak/CONVERTED/01/01_POS/LQ-01-61-35_01_pos.mzML,MSV000087970/LQ-01-61-35_01_pos.mzML,MSV000087970,Euonymus myrianthus,1008910,No,No,No,mzspec:MSV000087970:LQ-01-61-35_01_pos
